filepath,label
dataset\Tomato___healthy\f7d044c0-6900-4624-9c20-fa27aa0911ff___GH_HL Leaf 275_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\861b4a16-2ed2-4a27-980a-196e8a26e58e___UF.GRC_BS_Lab Leaf 9305_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\8aa16ab8-dd90-4293-a577-88006fd26365___GCREC_Bact.Sp 3712_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\00a7c269-3476-4d25-b744-44d6353cd921___GCREC_Bact.Sp 5807_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\d47b18fc-8e90-478a-ae2b-c9974b0edc80___GCREC_Bact.Sp 3222_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\b883a992-1177-473a-8c0e-c08ebf9ac743___RS_Late.B 5537_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\eb2c25bd-b896-45f1-b3a2-7ca6b78c219d___GH_HL Leaf 351_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\f5ec4428-6e58-4bc6-9ba2-3a6f5b4f374e___RS_Erly.B 6365_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\e62a7ec8-3e5e-4a47-be14-a57db0322bb6___RS_HL 9627_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\e7aaf85a-7392-43b1-9b10-6f1fb0045cba___GHLB2 Leaf 8961_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\d886ffed-a35b-4954-9066-b708c34fc998___GHLB2 Leaf 82.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\9d2ecf1a-640b-4427-9092-0ce7c08cb6d0___GHLB2 Leaf 8611_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\0f80595f-b712-4028-b7db-7627322ce019___GCREC_Bact.Sp 5712_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\741e2f09-1b62-42c2-b218-6504d57c0f27___GCREC_Bact.Sp 3302_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\c0767cc9-acc8-4f4b-b9b5-1958899633ef___GHLB2 Leaf 8807_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\cb56bd8e-f217-4537-9d35-a62d6b82f48f___GHLB2 Leaf 8769_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\fee744d4-d0e5-439d-8b7b-04f8394251e8___RS_Erly.B 7396_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\53cc4f3b-8abd-499a-ad1b-898beb5936a3___GCREC_Bact.Sp 5874_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\83a8e340-30f9-4e2f-b825-a1078d5c63cf___RS_HL 0033_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\96f7a84a-cafa-487d-a032-548cfe965bdb___RS_Erly.B 9621_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\3e1ddc38-64bb-4976-950d-7e228638d70e___GHLB2ES Leaf 65.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\37d9751a-27aa-4771-a131-5411a43028f5___GCREC_Bact.Sp 3470_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\354a2aba-3f4a-4fc4-9598-cdbe291ed167___RS_Late.B 7098_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\9f7e3b19-dd2c-4e1f-b339-d0c180d2c453___GCREC_Bact.Sp 5810_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\29184f19-db21-475d-8032-a8b7c3a9c7f4___GCREC_Bact.Sp 5784_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\66778100-7006-4592-9704-90ea0d7131dd___RS_HL 9740_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\996c688b-9f51-4c81-8153-a13ae17f1ce8___UF.GRC_BS_Lab Leaf 0439_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\ebe3ca2e-87b3-4760-a407-c890f977fec9___GCREC_Bact.Sp 6290_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\39b1d9c6-7a13-426f-9154-563e6a8d0438___RS_HL 0563_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\90242b8c-be8b-4d1e-b1f2-c593082f5286___GCREC_Bact.Sp 5804_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\0f8887d8-24b4-4f25-bc03-d47421ab47f7___RS_Late.B 4948_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\1664fff5-8d2e-4615-a448-2dd093c0df82___GCREC_Bact.Sp 3290_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\c809df76-1ae4-4543-9a2e-ed079ae737df___UF.GRC_BS_Lab Leaf 9231_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\4cc672a5-b8d1-4f05-b95f-333e72fa6205___GCREC_Bact.Sp 5997_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\8dbcc7c8-5845-43e4-867f-b9f7da8a53c3___GHLB2 Leaf 8786_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\ab8170dd-6785-4298-a0a3-d2d40e9e6558___RS_HL 0192_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\dd3bd618-677a-4661-81bd-8ac871ad8549___GHLB2 Leaf 8884_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\591c89ff-a75f-4613-b06d-4f3fbf6c426c___GH_HL Leaf 435_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\4eecda06-df95-4222-b91f-b92111dd0b38___RS_Late.B 6070_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\beaa693e-fa0d-4bde-943a-0a834f251301___RS_HL 0290_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\b3129245-a3b0-4451-a213-b15fe08734b7___RS_Erly.B 9423_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\a64426cf-07b4-492c-b1fa-e7368a8f0cb8___GCREC_Bact.Sp 5601_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\5546f7a3-67af-432a-9a09-35f02e6cc741___GH_HL Leaf 216_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\170e86b9-f51d-49a6-a992-15e00c85ee5d___GH_HL Leaf 189_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\68e18442-2f1d-458d-b1ef-865c7390622c___RS_HL 9919_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\56a71742-bb4c-4fde-8f21-5ebc5f37514d___GCREC_Bact.Sp 5738_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\2e485f1d-5aa5-4d56-8733-9625ed4d000c___GH_HL Leaf 344_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\f59830b4-079b-4ca4-9c92-7416f0818a2b___RS_Late.B 5010_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\0ba3d536-8732-4ea1-b3e1-a1be86e5dc6a___RS_Erly.B 9499_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\ec7eb8ff-d779-4fae-a230-aa65a93508a3___GCREC_Bact.Sp 5927_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\841ea726-5c4a-4447-9f56-0eda38f002d2___GCREC_Bact.Sp 3388_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\9c27b4ce-ee62-4251-b5c8-93b499d73811___RS_Late.B 6723_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\4ae26730-1f0b-4f49-aad5-774f0ed4df35___GHLB2 Leaf 8621_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\5bcb328c-9fa4-4abf-a3b6-8a015ada7d94___RS_Erly.B 7476_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\29f6e3c2-0bf9-42fe-9a39-aef42acd5191___RS_Erly.B 9480_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\e1befb62-870e-400b-9ecb-167138652029___GCREC_Bact.Sp 5758_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\c259d96b-d81c-4c2d-8885-8bef1e38dd24___GCREC_Bact.Sp 3283_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\c1c04a55-0dd5-48e2-9cc6-76bbcc1899fd___GH_HL Leaf 340.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\46c03e65-7398-4ecb-aca4-69c0edb3015b___GCREC_Bact.Sp 5724_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\1169b92d-a606-4560-ae1a-ceee401fc959___GCREC_Bact.Sp 3447_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\9414280e-9042-4dcc-88a5-1dabc5b4016d___GCREC_Bact.Sp 3206_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\bd7ec723-4020-4d73-96b4-8c57c94e93fe___GH_HL Leaf 382.2_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\99ea67c9-4c24-40b3-8a62-88233a53dc4a___RS_Erly.B 7522_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\3a5a5fef-8a3a-4f70-ab85-eaf5e3ecf6f2___GCREC_Bact.Sp 3449_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\7c8a16a8-97a1-4461-9f72-b36e6676fd99___RS_Late.B 4863_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\5733d6bf-494a-4da8-a15f-5903f4f05807___RS_HL 0259_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\768d54a3-cb87-4633-9529-ad39b6f6078e___RS_HL 9864_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\b0e6fd13-ea0c-4e04-bdd3-70878b71f353___GHLB2 Leaf 106.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\7007f29f-6c4d-4b83-9bec-6e711d6fa7e0___UF.GRC_BS_Lab Leaf 0722_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\0d91db63-181b-4c3a-939b-181cc812e466___RS_HL 0308_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\3bbaca2e-d2fd-4fcb-bbd7-e1ad4f7a84ae___RS_HL 0630_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\4aa63e45-c531-40e2-86ca-a788e74d4f18___RS_Erly.B 7549_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\6b68a1c0-31aa-49f9-b69c-55e96bebcc8b___GHLB Leaf 8.2 Day 13_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\17948fd9-d37a-4324-b0e1-0b03701682f0___GHLB2 Leaf 8746_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\256051f1-8e69-4f2b-b4d5-400fccb18623___GCREC_Bact.Sp 3313_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\e142d2de-6aeb-4d1c-9184-d6e46647ad6a___RS_Late.B 5203_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\96a7aed7-5548-4977-92a9-10cc2282e84a___RS_HL 0204_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\d344e6d5-259e-4f1c-a72e-919ae9e13005___RS_Erly.B 6482_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\85d80245-6c80-4bb7-9497-c8612903b535___RS_Late.B 5576_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\9b2a3f9a-f450-471d-928c-270126c8602a___RS_HL 9758_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\5853fc45-5ce0-4b2c-a36e-18eda75a97c6___RS_HL 9632_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\f66ada20-cd47-4393-b7c6-87f1f39fd741___GHLB_PS Leaf 41.1 Day 18_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\cd14eb9f-28be-44fb-8687-a7469f5a88b8___GCREC_Bact.Sp 5740_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\7609a2a4-654e-4dad-b3e6-1cb4aab89420___RS_Late.B 5633_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\532b555e-ffd6-4864-abab-50cace76653d___GHLB2 Leaf 164.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a5918d40-3a3e-4dd9-a087-c0737bbebdc3___GCREC_Bact.Sp 3024_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\a601d086-0999-4318-ac04-a4bbc7b64e5e___GCREC_Bact.Sp 2975_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\b8af2ce5-8429-4842-8ebc-c9d1ac9ed96f___GH_HL Leaf 301_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\458fa745-af8d-48e2-aa5e-06b60f722f30___GCREC_Bact.Sp 6206_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\bcd17890-dd3b-41c2-ab28-39ff0bb60610___RS_Late.B 5115_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\52c38d27-ff5d-4eb0-83a4-4dea0a7bc51b___GHLB2 Leaf 73_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\81f185f5-2b41-4942-9e84-68886b771aa4___GCREC_Bact.Sp 3535_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\27bda660-1691-4763-a125-824f521587d9___RS_HL 0305_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\752de1b6-d4be-4741-9812-3681c6bd4b40___RS_Erly.B 8308_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\5300bf32-485d-4978-9099-3175fb666da8___GH_HL Leaf 475_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\1d31b822-7933-4801-a18c-657b8af377d6___RS_HL 0636_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\eb8f68ec-bc5c-4413-8b9d-096ddd2d2a3a___GCREC_Bact.Sp 6382_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\c2f279ce-0890-4bfc-81a9-b896fa940027___GHLB2 Leaf 8542_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\8dee1c17-ae17-4392-92c5-acee82c83c86___GCREC_Bact.Sp 3747_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\88952ffa-2794-4088-8e71-ea69de1dc141___GCREC_Bact.Sp 3612_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\23dc9572-9fab-4847-b1dd-9c63e9ee010b___GCREC_Bact.Sp 5811_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\9b0e031b-27c2-4c62-8923-ccc3ce5a4048___GH_HL Leaf 401.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\bc36c64a-8e37-4275-80e9-81431c4ba98f___GH_HL Leaf 184.2_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\30dab838-d0e4-4028-9992-39a30009c167___GCREC_Bact.Sp 5829_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\3a54f866-42a6-4ad8-8752-97c62aa1bc18___RS_Erly.B 6485_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\88cb990c-385b-4d79-89f4-f1a8698a2845___GCREC_Bact.Sp 5576_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\12e9560a-01a5-4d97-a911-409c11cd0301___GCREC_Bact.Sp 3117_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\56f87203-cfd4-4e2c-b2d7-df17983d8267___GH_HL Leaf 374_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\54eb17df-c42a-472f-91ec-92784e034115___GHLB2 Leaf 8910_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\062c4b5a-59d7-4bc8-a1d0-abdeb6fc9c0e___RS_HL 0295_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\5688ea99-c949-41d0-bbab-9cbf0ffb8bcd___GHLB2 Leaf 8677_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\07246956-b38c-4d28-acec-85d032ba989e___UF.GRC_BS_Lab Leaf 0278_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\8243854c-24f1-49e5-b568-819ae3867a8c___RS_Late.B 7143_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\37aad83b-7ff8-4b35-b3ed-fb8e0f54910b___GH_HL Leaf 342.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\2503cc16-ff09-4437-9d4b-4316e2c32764___GH_HL Leaf 235_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\ab26012b-d88e-4b69-b985-1cba46315762___RS_Erly.B 9468_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\16fd1407-644b-42f1-a40a-6cacd9bc0258___RS_HL 9705_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\50ee2f48-e5f7-4eda-8bc9-9d501fedbe8f___RS_Late.B 4933_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\4c0fe9e1-bbe4-40dc-8a83-97a437693a23___RS_HL 0228_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\635f7ae3-1561-4006-9c23-f9150ca50b78___RS_HL 9967_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\3ad1409d-5f43-469d-ab2a-fdffbd064f69___RS_HL 9931_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\dddde2e7-7228-47c6-a263-e1c5003471c0___GCREC_Bact.Sp 3512_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\40a87e9b-876d-4838-9cf4-1b1256080fad___GCREC_Bact.Sp 5932_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\0988fc05-ee41-4e17-9f28-fbdd03266ae6___RS_HL 9928_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3483a0b2-f04c-429f-a10e-f7f33ba5be6e___RS_HL 0439_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\73cc02ea-96ad-4e02-8240-b599cf1e0384___RS_HL 9839_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\75139eaa-5078-4bee-9020-b507b1d23ef1___GCREC_Bact.Sp 3831_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3f5047d4-f421-4313-9281-f333f60caadd___RS_HL 9659_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\7cd27862-7a89-4ffc-bc08-7dfbb24f76d9___RS_Erly.B 7560_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\07b42bb5-9f6c-43bc-9bbe-e4b127d84cb6___GHLB Leaf 18.1 Day 8_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\39535fa7-1b38-4828-9294-da1c24aa33ef___RS_Late.B 6901_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\54bb7e75-5b69-4777-ad28-6a676e5fd46d___RS_HL 9631_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\c1f3a153-7738-4cdc-a8a2-003e7221001a___GHLB2 Leaf 9013_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\f1cc12b3-3116-4b31-81fc-6383303f84ae___UF.GRC_BS_Lab Leaf 0352_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\456afc9b-bdae-4506-a04f-aa228de3dd2b___GCREC_Bact.Sp 3548_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\336d5c1b-ed6b-4e9a-b40b-4e2e53aa77b5___GCREC_Bact.Sp 5857_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\486af1e3-91b4-4d0c-ba01-4992f9ddddce___GCREC_Bact.Sp 5745_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\650a2408-9d62-4ebc-92ca-689e2612e248___GCREC_Bact.Sp 3325_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\acbc36cd-9c39-419b-95da-7858806a063a___GCREC_Bact.Sp 3811_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\55cf65bc-61b4-4b40-b2d6-3b9bf57a3009___GCREC_Bact.Sp 3586_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\87725f1b-be8c-42b8-8eed-671b0c52276d___RS_Erly.B 7431_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\eb4c170f-af95-48f6-a5da-7e23da76a8e7___GH_HL Leaf 247.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\41c22793-8ecf-4092-bd42-894271441cd0___UF.GRC_BS_Lab Leaf 0665_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\85487c92-0a3d-4dd9-a8f9-6d7b7e1887e6___RS_HL 9789_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\a7f4ecd0-7040-4a9f-830e-7b4572277d2d___GHLB2 Leaf 8937_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\c92709f9-fb16-4c49-8651-8081edbc502d___GHLB2 Leaf 131.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\8dbdb623-628f-465b-934c-1cf987fb6ab8___GCREC_Bact.Sp 6134_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\d1750517-689b-4372-a717-6b81c0dd64b0___GH_HL Leaf 262_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\5b28f6a8-cf40-4f35-82ad-16470dd69bd5___RS_HL 9658_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\2606a4ae-7b2f-4fd6-a561-fc9dce2ffc02___RS_Erly.B 9570_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\349f68f1-a57d-43bf-9422-3f6e905a9539___UF.GRC_BS_Lab Leaf 8692_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\41128d1d-2a43-4c08-a100-c92c2fc8b9b0___GCREC_Bact.Sp 3413_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\1457ca6a-4907-4c97-83f8-a0fa22135a27___RS_HL 0441_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\b2f89c9a-820c-4a8b-a6dd-bb0adab42757___GHLB_PS Leaf 44.1 Day 18_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\7e5386fc-de1d-4507-acb6-e0d0da3a35da___RS_Late.B 4900_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\305e943b-26f0-470a-83e1-3c2c05bac687___GCREC_Bact.Sp 5887_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\0ccaeb36-37ff-4328-91c8-99aabd68f442___RS_Late.B 6596_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\6270efe7-db0f-4953-a7c7-eb86bb8967dd___RS_HL 9761_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\31da1b43-834a-4fb0-8347-e9f27f65fa1f___UF.GRC_BS_Lab Leaf 0836_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\41c4774e-5193-47db-947c-27a724d0d993___RS_HL 0234_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\e2bd556e-fe0f-4a97-819c-83dbc4a61ac5___GH_HL Leaf 429_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\4fd803b3-c615-4d9e-9bee-54766b05672e___RS_Late.B 5002_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\435f78a8-70a8-4df9-b227-c6230301a17e___RS_Late.B 6672_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\691682b4-7c83-4cb9-a0d6-e1fbdcc4fea3___RS_HL 0232_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\2d9352d7-2509-40a1-be35-01404448266c___RS_HL 9805_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\caf4164d-4f6f-4a75-b394-924f89e0d040___GHLB2 Leaf 8759_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\87f08e15-5b2d-4d01-b83b-fd958eba02d4___GH_HL Leaf 434.2_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\c7b8365c-bb15-4afb-84e2-6b85f0f9cef5___GCREC_Bact.Sp 6245_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\367ef1cf-9ddd-40ba-9809-4652b3c2acd2___GCREC_Bact.Sp 2953_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\f0a9bd86-99c9-45d9-afe1-ca6cf6bbcdd6___RS_HL 9722_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\59738947-4377-41ba-8a10-0335fdc27ab7___GCREC_Bact.Sp 3734_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\d0d54368-8903-496b-9b2c-705a3d4cf8d6___RS_Late.B 5377_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d15336df-9f16-4f8b-805f-d74f27af2735___RS_HL 9723_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\c1a8547c-0345-490b-840b-124dbf54fbd4___GHLB2 Leaf 8541_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\81a7ec11-35b9-47cb-a831-d0eba07cf8ca___GCREC_Bact.Sp 6178_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\6cc5252d-0b5d-4f06-969d-8317150c355d___RS_Late.B 5012_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\f385d5e4-5dff-4851-a806-95a608d04b17___GHLB2 Leaf 132.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\8731c86e-26c5-4c48-8b07-28abbda69a1b___GCREC_Bact.Sp 3183_final_masked.jpg,Tomato___Bacterial_spot
